date,user,claimedSSWar,activeDeclare,defenseEarly,defenseLive,offense,notes
5/13/2021,kevinlegend,TRUE,,,,TRUE,
5/13/2021,Deity,TRUE,,,,TRUE,
5/13/2021,Matrix,TRUE,,,,TRUE,
5/13/2021,salathyne,TRUE,TRUE,,,TRUE,summon
5/13/2021,North Star,TRUE,,,,TRUE,
5/13/2021,Rich,,,,,TRUE,
5/13/2021,Ivory,TRUE,,,,TRUE,
5/13/2021,Connwaer,TRUE,,,,TRUE,
5/13/2021,Rokugan,TRUE,,,,TRUE,
5/13/2021,Timelaps,,,,,TRUE,
5/13/2021,L84RCALL,TRUE,,,,TRUE,
5/13/2021,Chrysa,TRUE,,,,TRUE,
5/13/2021,Robert1307,TRUE,TRUE,,,TRUE,evening raid
5/13/2021,sxmcs,TRUE,,,,TRUE,
5/13/2021,Zalyx,TRUE,,,,TRUE,
5/13/2021,Gandolf,TRUE,TRUE,TRUE,,,afternoon and evening raids
5/13/2021,crazydwerg,,,TRUE,,,
5/13/2021,ZenReaper,,TRUE,TRUE,,,summon
5/13/2021,SwordLogic,TRUE,,,,TRUE,added bunch of fodder when already >20
5/13/2021,Dragaton9,TRUE,,,,TRUE,
5/13/2021,da hoff,TRUE,,,,,
5/13/2021,Kaen,TRUE,,,,TRUE,
5/13/2021,Azule,TRUE,,,,TRUE,
5/13/2021,Ye Xiu,,,TRUE,,,
5/13/2021,Ric,,,,,,
5/13/2021,Cloud,TRUE,,,,TRUE,
5/13/2021,Cloud,,,,,,
5/13/2021,zebar,TRUE,,,TRUE,TRUE,
5/13/2021,Cat,TRUE,,,,TRUE,
5/13/2021,Ceadus,TRUE,,,,TRUE,
5/13/2021,Aria,TRUE,,,,TRUE,
5/13/2021,Tkm,TRUE,,,,TRUE,
5/13/2021,Gabriel,,,,,TRUE,
5/13/2021,Theodin,,,,,,
5/13/2021,Dorn,,,,,,
5/13/2021,Yea5h2,,,,,,
5/13/2021,Josh,TRUE,,,,TRUE,
5/13/2021,Doug,TRUE,,,,TRUE,
5/13/2021,Satanael,TRUE,,,,,
5/13/2021,Kira,,,TRUE,,,
5/13/2021,john,,,,,,
5/13/2021,Manchurian,TRUE,,,,TRUE,
5/13/2021,Suprize,,,,,,
5/13/2021,Arturo,,,TRUE,,,
5/13/2021,Andrés,TRUE,,,,TRUE,
5/13/2021,Dead,TRUE,,,,TRUE,placed a bunch of fodder at once
5/13/2021,bumbm92,TRUE,,,,,
5/13/2021,Livedlime,TRUE,,,,TRUE,
5/13/2021,John,TRUE,,,,,
5/13/2021,Elliot,,,TRUE,,,
